park_name,park_code,region,state,year,Total
Wind Cave,WICA,Midwest ,SD,1956,"279,200"
Wind Cave,WICA,Midwest ,SD,1957,"284,900"
Wind Cave,WICA,Midwest ,SD,1958,"279,400"
Wind Cave,WICA,Midwest ,SD,1959,"265,600"
Wind Cave,WICA,Midwest ,SD,1960,"864,600"
Wind Cave,WICA,Midwest ,SD,1961,"700,200"
Wind Cave,WICA,Midwest ,SD,1962,"818,600"
Wind Cave,WICA,Midwest ,SD,1963,"931,100"
Wind Cave,WICA,Midwest ,SD,1964,"894,300"
Wind Cave,WICA,Midwest ,SD,1965,"885,600"
Wind Cave,WICA,Midwest ,SD,1966,"928,500"
Wind Cave,WICA,Midwest ,SD,1967,"882,100"
Wind Cave,WICA,Midwest ,SD,1968,"962,200"
Wind Cave,WICA,Midwest ,SD,1969,"896,600"
Wind Cave,WICA,Midwest ,SD,1970,"997,100"
Wind Cave,WICA,Midwest ,SD,1971,"550,100"
Wind Cave,WICA,Midwest ,SD,1972,"505,000"
Wind Cave,WICA,Midwest ,SD,1973,"479,900"
Wind Cave,WICA,Midwest ,SD,1974,"428,700"
Wind Cave,WICA,Midwest ,SD,1975,"324,500"
Wind Cave,WICA,Midwest ,SD,1976,"458,100"
Wind Cave,WICA,Midwest ,SD,1977,"532,700"
Wind Cave,WICA,Midwest ,SD,1978,"539,053"
Yellowstone,YELL,Intermountain ,WY,1904,"13,727"
Yellowstone,YELL,Intermountain ,WY,1905,"26,188"
Yellowstone,YELL,Intermountain ,WY,1906,"17,182"
Yellowstone,YELL,Intermountain ,WY,1907,"16,414"
Yellowstone,YELL,Intermountain ,WY,1908,"19,542"
Yellowstone,YELL,Intermountain ,WY,1909,"32,545"
Yellowstone,YELL,Intermountain ,WY,1910,"19,575"
Yellowstone,YELL,Intermountain ,WY,1911,"23,054"
Yellowstone,YELL,Intermountain ,WY,1912,"22,970"
Yellowstone,YELL,Intermountain ,WY,1913,"24,929"
Yellowstone,YELL,Intermountain ,WY,1914,"20,250"
Yellowstone,YELL,Intermountain ,WY,1915,"51,895"
Yellowstone,YELL,Intermountain ,WY,1916,"35,849"
Yellowstone,YELL,Intermountain ,WY,1917,"35,400"
Yellowstone,YELL,Intermountain ,WY,1918,"21,275"
Yellowstone,YELL,Intermountain ,WY,1919,"62,261"
Yellowstone,YELL,Intermountain ,WY,1920,"79,777"
Yellowstone,YELL,Intermountain ,WY,1921,"81,651"
Yellowstone,YELL,Intermountain ,WY,1922,"98,223"
Yellowstone,YELL,Intermountain ,WY,1923,"138,352"
Yellowstone,YELL,Intermountain ,WY,1924,"144,158"
Yellowstone,YELL,Intermountain ,WY,1925,"154,282"
Yellowstone,YELL,Intermountain ,WY,1926,"187,807"
Yellowstone,YELL,Intermountain ,WY,1927,"200,825"
Yellowstone,YELL,Intermountain ,WY,1928,"230,984"
Yellowstone,YELL,Intermountain ,WY,1929,"260,697"
Yellowstone,YELL,Intermountain ,WY,1930,"227,901"
Yellowstone,YELL,Intermountain ,WY,1931,"221,248"
Yellowstone,YELL,Intermountain ,WY,1932,"157,624"
Yellowstone,YELL,Intermountain ,WY,1933,"161,938"
Yellowstone,YELL,Intermountain ,WY,1934,"260,775"
Yellowstone,YELL,Intermountain ,WY,1935,"317,998"
Yellowstone,YELL,Intermountain ,WY,1936,"432,570"
Yellowstone,YELL,Intermountain ,WY,1937,"499,242"
Yellowstone,YELL,Intermountain ,WY,1938,"466,185"
Yellowstone,YELL,Intermountain ,WY,1939,"486,936"
Yellowstone,YELL,Intermountain ,WY,1940,"526,437"
Yellowstone,YELL,Intermountain ,WY,1941,"579,696"
Yellowstone,YELL,Intermountain ,WY,1942,"185,746"
Yellowstone,YELL,Intermountain ,WY,1943,"61,696"
Yellowstone,YELL,Intermountain ,WY,1944,"86,593"
Yellowstone,YELL,Intermountain ,WY,1945,"189,264"
Yellowstone,YELL,Intermountain ,WY,1946,"807,917"
Yellowstone,YELL,Intermountain ,WY,1947,"937,776"
Yellowstone,YELL,Intermountain ,WY,1948,"1,018,279"
Yellowstone,YELL,Intermountain ,WY,1949,"1,131,159"
Yellowstone,YELL,Intermountain ,WY,1950,"1,110,524"
Yellowstone,YELL,Intermountain ,WY,1951,"1,163,894"
Yellowstone,YELL,Intermountain ,WY,1952,"1,350,295"
Yellowstone,YELL,Intermountain ,WY,1953,"1,326,858"
Yellowstone,YELL,Intermountain ,WY,1954,"1,328,900"
Yellowstone,YELL,Intermountain ,WY,1955,"1,368,500"
Yellowstone,YELL,Intermountain ,WY,1956,"1,457,800"
Yellowstone,YELL,Intermountain ,WY,1957,"1,595,900"
Yellowstone,YELL,Intermountain ,WY,1958,"1,442,400"
Yellowstone,YELL,Intermountain ,WY,1959,"1,408,700"
Yellowstone,YELL,Intermountain ,WY,1960,"1,443,300"
Yellowstone,YELL,Intermountain ,WY,1961,"1,524,100"
Yellowstone,YELL,Intermountain ,WY,1962,"1,925,200"
Yellowstone,YELL,Intermountain ,WY,1963,"1,872,500"
Yellowstone,YELL,Intermountain ,WY,1964,"1,929,300"
Yellowstone,YELL,Intermountain ,WY,1965,"2,062,500"
Yellowstone,YELL,Intermountain ,WY,1966,"2,130,300"
Yellowstone,YELL,Intermountain ,WY,1967,"2,210,000"
Yellowstone,YELL,Intermountain ,WY,1968,"2,229,700"
Yellowstone,YELL,Intermountain ,WY,1969,"2,193,700"
Yellowstone,YELL,Intermountain ,WY,1970,"2,297,300"
Yellowstone,YELL,Intermountain ,WY,1971,"2,120,500"
Yellowstone,YELL,Intermountain ,WY,1972,"2,236,888"
Yellowstone,YELL,Intermountain ,WY,1973,"2,061,700"
Yellowstone,YELL,Intermountain ,WY,1974,"1,928,900"
Yellowstone,YELL,Intermountain ,WY,1975,"2,239,500"
Yellowstone,YELL,Intermountain ,WY,1976,"2,519,200"
Yellowstone,YELL,Intermountain ,WY,1977,"2,481,900"
Yellowstone,YELL,Intermountain ,WY,1978,"2,618,380"
Yosemite,YOSE,Pacific West ,CA,1906,"5,414"
Yosemite,YOSE,Pacific West ,CA,1907,"7,102"
Yosemite,YOSE,Pacific West ,CA,1908,"8,850"
Yosemite,YOSE,Pacific West ,CA,1909,"13,182"
Yosemite,YOSE,Pacific West ,CA,1910,"13,619"
Yosemite,YOSE,Pacific West ,CA,1911,"12,530"
Yosemite,YOSE,Pacific West ,CA,1912,"10,884"
Yosemite,YOSE,Pacific West ,CA,1913,"13,735"
Yosemite,YOSE,Pacific West ,CA,1914,"15,145"
Yosemite,YOSE,Pacific West ,CA,1915,"33,452"
Yosemite,YOSE,Pacific West ,CA,1916,"33,390"
Yosemite,YOSE,Pacific West ,CA,1917,"34,510"
Yosemite,YOSE,Pacific West ,CA,1918,"33,527"
Yosemite,YOSE,Pacific West ,CA,1919,"58,362"
Yosemite,YOSE,Pacific West ,CA,1920,"68,906"
Yosemite,YOSE,Pacific West ,CA,1921,"91,513"
Yosemite,YOSE,Pacific West ,CA,1922,"100,506"
Yosemite,YOSE,Pacific West ,CA,1923,"130,046"
Yosemite,YOSE,Pacific West ,CA,1924,"105,894"
Yosemite,YOSE,Pacific West ,CA,1925,"209,166"
Yosemite,YOSE,Pacific West ,CA,1926,"274,209"
Yosemite,YOSE,Pacific West ,CA,1927,"490,430"
Yosemite,YOSE,Pacific West ,CA,1928,"460,619"
Yosemite,YOSE,Pacific West ,CA,1929,"461,257"
Yosemite,YOSE,Pacific West ,CA,1930,"458,566"
Yosemite,YOSE,Pacific West ,CA,1931,"461,855"
Yosemite,YOSE,Pacific West ,CA,1932,"498,289"
Yosemite,YOSE,Pacific West ,CA,1933,"296,088"
Yosemite,YOSE,Pacific West ,CA,1934,"309,431"
Yosemite,YOSE,Pacific West ,CA,1935,"372,317"
Yosemite,YOSE,Pacific West ,CA,1936,"431,192"
Yosemite,YOSE,Pacific West ,CA,1937,"481,492"
Yosemite,YOSE,Pacific West ,CA,1938,"443,325"
Yosemite,YOSE,Pacific West ,CA,1939,"466,552"
Yosemite,YOSE,Pacific West ,CA,1940,"506,781"
Yosemite,YOSE,Pacific West ,CA,1941,"597,863"
Yosemite,YOSE,Pacific West ,CA,1942,"319,816"
Yosemite,YOSE,Pacific West ,CA,1943,"116,682"
Yosemite,YOSE,Pacific West ,CA,1944,"120,494"
Yosemite,YOSE,Pacific West ,CA,1945,"290,569"
Yosemite,YOSE,Pacific West ,CA,1946,"640,483"
Yosemite,YOSE,Pacific West ,CA,1947,"777,622"
Yosemite,YOSE,Pacific West ,CA,1948,"745,899"
Yosemite,YOSE,Pacific West ,CA,1949,"808,372"
Yosemite,YOSE,Pacific West ,CA,1950,"820,953"
Yosemite,YOSE,Pacific West ,CA,1951,"858,405"
Yosemite,YOSE,Pacific West ,CA,1952,"973,971"
Yosemite,YOSE,Pacific West ,CA,1953,"969,225"
Yosemite,YOSE,Pacific West ,CA,1954,"1,008,000"
Yosemite,YOSE,Pacific West ,CA,1955,"984,200"
Yosemite,YOSE,Pacific West ,CA,1956,"1,114,200"
Yosemite,YOSE,Pacific West ,CA,1957,"1,138,700"
Yosemite,YOSE,Pacific West ,CA,1958,"1,139,300"
Yosemite,YOSE,Pacific West ,CA,1959,"1,061,500"
Yosemite,YOSE,Pacific West ,CA,1960,"1,150,400"
Yosemite,YOSE,Pacific West ,CA,1961,"1,227,100"
Yosemite,YOSE,Pacific West ,CA,1962,"1,505,500"
Yosemite,YOSE,Pacific West ,CA,1963,"1,473,400"
Yosemite,YOSE,Pacific West ,CA,1964,"1,547,000"
Yosemite,YOSE,Pacific West ,CA,1965,"1,635,400"
Yosemite,YOSE,Pacific West ,CA,1966,"1,817,100"
Yosemite,YOSE,Pacific West ,CA,1967,"2,238,300"
Yosemite,YOSE,Pacific West ,CA,1968,"2,281,100"
Yosemite,YOSE,Pacific West ,CA,1969,"2,291,300"
Yosemite,YOSE,Pacific West ,CA,1970,"2,277,200"
Yosemite,YOSE,Pacific West ,CA,1971,"2,342,200"
Yosemite,YOSE,Pacific West ,CA,1972,"2,190,301"
Yosemite,YOSE,Pacific West ,CA,1973,"2,254,300"
Yosemite,YOSE,Pacific West ,CA,1974,"2,274,600"
Yosemite,YOSE,Pacific West ,CA,1975,"2,537,400"
Yosemite,YOSE,Pacific West ,CA,1976,"2,682,400"
Yosemite,YOSE,Pacific West ,CA,1977,"2,392,600"
Yosemite,YOSE,Pacific West ,CA,1978,"2,569,268"
Zion,ZION,Intermountain ,UT,1919,"1,814"
Zion,ZION,Intermountain ,UT,1920,"3,692"
Zion,ZION,Intermountain ,UT,1921,"2,937"
Zion,ZION,Intermountain ,UT,1922,"4,109"
Zion,ZION,Intermountain ,UT,1923,"6,408"
Zion,ZION,Intermountain ,UT,1924,"8,400"
Zion,ZION,Intermountain ,UT,1925,"16,817"
Zion,ZION,Intermountain ,UT,1926,"21,964"
Zion,ZION,Intermountain ,UT,1927,"24,303"
Zion,ZION,Intermountain ,UT,1928,"30,016"
Zion,ZION,Intermountain ,UT,1929,"33,383"
Zion,ZION,Intermountain ,UT,1930,"55,297"
Zion,ZION,Intermountain ,UT,1931,"59,186"
Zion,ZION,Intermountain ,UT,1932,"51,650"
Zion,ZION,Intermountain ,UT,1933,"48,763"
Zion,ZION,Intermountain ,UT,1934,"68,801"
Zion,ZION,Intermountain ,UT,1935,"97,280"
Zion,ZION,Intermountain ,UT,1936,"124,393"
Zion,ZION,Intermountain ,UT,1937,"137,404"
Zion,ZION,Intermountain ,UT,1938,"149,075"
Zion,ZION,Intermountain ,UT,1939,"158,063"
Zion,ZION,Intermountain ,UT,1940,"165,029"
Zion,ZION,Intermountain ,UT,1941,"192,805"
Zion,ZION,Intermountain ,UT,1942,"68,797"
Zion,ZION,Intermountain ,UT,1943,"44,089"
Zion,ZION,Intermountain ,UT,1944,"42,243"
Zion,ZION,Intermountain ,UT,1945,"78,280"
Zion,ZION,Intermountain ,UT,1946,"212,280"
Zion,ZION,Intermountain ,UT,1947,"273,953"
Zion,ZION,Intermountain ,UT,1948,"297,571"
Zion,ZION,Intermountain ,UT,1949,"307,881"
Zion,ZION,Intermountain ,UT,1950,"323,402"
Zion,ZION,Intermountain ,UT,1951,"331,079"
Zion,ZION,Intermountain ,UT,1952,"352,921"
Zion,ZION,Intermountain ,UT,1953,"389,445"
Zion,ZION,Intermountain ,UT,1954,"416,800"
Zion,ZION,Intermountain ,UT,1955,"406,800"
Zion,ZION,Intermountain ,UT,1956,"421,200"
Zion,ZION,Intermountain ,UT,1957,"525,100"
Zion,ZION,Intermountain ,UT,1958,"590,700"
Zion,ZION,Intermountain ,UT,1959,"585,000"
Zion,ZION,Intermountain ,UT,1960,"575,800"
Zion,ZION,Intermountain ,UT,1961,"604,700"
Zion,ZION,Intermountain ,UT,1962,"622,100"
Zion,ZION,Intermountain ,UT,1963,"681,100"
Zion,ZION,Intermountain ,UT,1964,"705,200"
Zion,ZION,Intermountain ,UT,1965,"763,600"
Zion,ZION,Intermountain ,UT,1966,"815,200"
Zion,ZION,Intermountain ,UT,1967,"788,400"
Zion,ZION,Intermountain ,UT,1968,"877,100"
Zion,ZION,Intermountain ,UT,1969,"904,300"
Zion,ZION,Intermountain ,UT,1970,"903,600"
Zion,ZION,Intermountain ,UT,1971,"897,000"
Zion,ZION,Intermountain ,UT,1972,"889,417"
Zion,ZION,Intermountain ,UT,1973,"993,800"
Zion,ZION,Intermountain ,UT,1974,"859,300"
Zion,ZION,Intermountain ,UT,1975,"1,055,200"
Zion,ZION,Intermountain ,UT,1976,"1,090,000"
Zion,ZION,Intermountain ,UT,1977,"1,105,900"
Zion,ZION,Intermountain ,UT,1978,"1,193,212"
